Type,Full_File_Name,Age,Depth,Site,Sample #,Object #,Slide Hole,Notes on Coding,Ichthyolith Type,Shape,Spades,Anterior shape (old Base),Anterior Marginal Macro Texture,Anterior Marginal Micro Texture,Posterior shape (old Tip),Posterior Marginal Macro Texture,Posterior Marginal Micro Texture Description,Planes of Symmetry,# of cusps,Cusps definition,Cusp Similarity,Cusp Relative Length,Ridge System,Number of ridge segments,Number of independent ridges,Ridge Outgrowths,Ridge Orientation,Central Ridge(s) or trough Disparity,Central Ridge Directionality,Central Ridge Width,Non-Central Ridge Directionality,Non-Central Ridge Width,Central Ridge System Shape,Central Ridge System Shape planes of symmetry,Ridge length,Ridge Definition,Ridge/Ridge Height,Ridge/Trough Angularity,# of depression,Depression(s) type,Location of depression,Shape of dimple(s),Secondary Ridge Features,Overall base shape,Base width/length,Crown to base ratio,Number of grooves,Root foramen opening shape,Root foramen location,Peduncle height:width,Crown:root angle,Base to crown connection location,Mound,Notes,Numerical Only Code (autofills),Ichthyolith Type,Shape,Spades,Anterior shape (old Base),Anterior Marginal Macro Texture,Anterior Marginal Micro Texture,Posterior shape (old Tip),Posterior Marginal Macro Texture,Posterior Marginal Micro Texture Description,Planes of Symmetry,# of cusps,Cusps definition,Cusp Similarity,Cusp Relative Length,Ridge System,Number of ridge segments,Number of independent ridges,Ridge Outgrowths,Ridge Orientation,Central Ridge(s) or trough Disparity,Central Ridge Directionality,Central Ridge Width,Non-Central Ridge Directionality,Non-Central Ridge Width,Central Ridge System Shape,Central Ridge System Shape planes of symmetry,Ridge length,Ridge Definition,Ridge/Ridge Height,Ridge/Trough Angularity,# of depression,Depression(s) type,Location of depression,Shape of dimple(s),Secondary Ridge Features,Overall base shape,Mound,Base width/length,Crown to base ratio,Number of Grooves,Root foramen opening shape,Root foramen location,Peduncle height:width,Crown:root angle,Base to crown connection location
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00010_plane000.tif,,372.58,U1553,93,10,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00011_plane000.tif,,372.58,U1553,93,11,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00012_plane000.tif,,372.58,U1553,93,12,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00013_plane000.tif,,372.58,U1553,93,13,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00014_plane000.tif,,372.58,U1553,93,14,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00015_plane000.tif,,372.58,U1553,93,15,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00016_plane000.tif,,372.58,U1553,93,16,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00017_plane000.tif,,372.58,U1553,93,17,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00018_plane000.tif,,372.58,U1553,93,18,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00019_plane000.tif,,372.58,U1553,93,19,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00020_plane000.tif,,372.58,U1553,93,20,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00021_plane000.tif,,372.58,U1553,93,21,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00022_plane000.tif,,372.58,U1553,93,22,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00023_plane000.tif,,372.58,U1553,93,23,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00024_plane000.tif,,372.58,U1553,93,24,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00025_plane000.tif,,372.58,U1553,93,25,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00026_plane000.tif,,372.58,U1553,93,26,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00027_plane000.tif,,372.58,U1553,93,27,1,,Z1.1.Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00028_plane000.tif,,372.58,U1553,93,28,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00029_plane000.tif,,372.58,U1553,93,29,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00030_plane000.tif,,372.58,U1553,93,30,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00031_plane000.tif,,372.58,U1553,93,31,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00032_plane000.tif,,372.58,U1553,93,32,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00033_plane000.tif,,372.58,U1553,93,33,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00034_plane000.tif,,372.58,U1553,93,34,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00035_plane000.tif,,372.58,U1553,93,35,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00036_plane000.tif,,372.58,U1553,93,36,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00037_plane000.tif,,372.58,U1553,93,37,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00038_plane000.tif,,372.58,U1553,93,38,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extended Central Troughed Petal,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00039_plane000,,372.58,U1553,93,39,1,,Z1.2.Denticle,A1.3 Circular or oval,A2.0 Not a Spade/too broken to code,B1.2 Rounded,B2.1 Smooth,B3.1 Smooth,C1.0 Too broken to code,C2.0 Too broken to code,C3.0 Too broken to code,D1.2 one,E1.0 Too broken to code,E2.0 No cusps or too broken to code,E3.0 No cusps/one cusp or too broken to code,E4.0 No cusps or too broken to code,"F1.2 Linear (can tell directionality-anterior/posterior, ridges only curve in a max. 1 way-not wavy)",G1.5 four,G2.5 four,G3.1 no ridge outgrowths,H1.1 Parallel,I1.1 No central ridge,I2.0 None or too broken to code,I3.0 None or too broken to code,J1.1 Straight,J2.1 Parallel,K1.1 Ridges present but no central shape observed,K2.0 No central shape or too broken to code,L1.2 Ridge length=lateral length,L2.3 Clearly Defined,L3.2 equal ridge heights,L4.1 Ridge profiles or trough are rounded,M1.1 None,M2.0 No depression or too broken to code,M3.0 No depression or too broken to code,M4.0 none or too broken to code,N1.2 No secondary ridge features,O1.0 Base not preserved/too broken to code,O2.0 Base not preserved/too broken to code,O3.0 Base not preserved/too broken to code,O4.0 Base not preserved/too broken to code,O5.0 Base not preserved/too broken to code,O6.0 No root opening or base not preserved/too broken to code,O7.0 Base not preserved/too broken to code,O8.0 Base not preserved/too broken to code,O9.0 Base not preserved/too broken to code,O10.0 Base not preserved/too broken to code,,,2,3,0,2,1,1,0,0,0,2,0,0,0,0,2,5,5,1,1,1,0,0,1,1,1,0,2,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00040_plane000.tif,,372.58,U1553,93,40,1,,Z1.2.Denticle,A1.0 Too broken to code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too broken to code,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00041_plane000.tif,,372.58,U1553,93,41,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00042_plane000.tif,,372.58,U1553,93,42,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00043_plane000.tif,,372.58,U1553,93,43,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00044_plane000.tif,,372.58,U1553,93,44,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00045_plane000.tif,,372.58,U1553,93,45,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00046_plane000.tif,,372.58,U1553,93,46,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00047_plane000.tif,,372.58,U1553,93,47,1,,Z1.1.Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00048_plane000.tif,,372.58,U1553,93,48,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00049_plane000.tif,,372.58,U1553,93,49,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00050_plane000.tif,,372.58,U1553,93,50,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00051_plane000.tif,,372.58,U1553,93,51,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00052_plane000.tif,,372.58,U1553,93,52,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00053_plane000.tif,,372.58,U1553,93,53,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00054_plane000.tif,,372.58,U1553,93,54,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00055_plane000.tif,,372.58,U1553,93,55,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00056_plane000.tif,,372.58,U1553,93,56,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00057_plane000.tif,,372.58,U1553,93,57,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00058_plane000.tif,,372.58,U1553,93,58,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00059_plane000.tif,,372.58,U1553,93,59,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00060_plane000.tif,,372.58,U1553,93,60,1,,Z1.3.Other microfossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00061_plane000.tif,,372.58,U1553,93,61,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00062_plane000.tif,,372.58,U1553,93,62,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00063_plane000.tif,,372.58,U1553,93,63,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00064_plane000.tif,,372.58,U1553,93,64,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00065_plane000.tif,,372.58,U1553,93,65,1,,Z1.1.Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00066_plane000.tif,,372.58,U1553,93,66,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93_U1553C_18R_1W_22-26cm_N1of1_Z200x_obj00067_plane000.tif,,372.58,U1553,93,67,1,,Z1.4.Excess image/artifact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
