,,Classification,,General Modifiers,,,,,,,Curve,,,Tooth Properties,,Cusps (multi-cusp teeth),,,,,,,,,Blade 1,,,,,,,,Blade 2,,,,,,,Barb 1,,,,Barb 2,,,,Pulp Cavity,,,,Base,,,Tip,,,Classification,,General Modifiers,,,,,,,Curve,,,Tooth Properties,,Cusps (multi-cusp teeth),,,,,,,,,Blade 1,,,,,,,,Blade 2,,,,,,,Barb 1,,,,Barb 2,,,,Pulp Cavity,,,,Base,,,Tip,
Squat triangle 1/2 dome root,9,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.1.Squat,A2.2.Mid-depth,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.2.Medium,F3.3.Lower,F4.4.(3/4),F5.1.Straight,F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.2.Medium,G3.3.Lower,G4.4.(3/4),G5.1.Straight,G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.4.(1/2),J2.3.Wide,J3.4.Dome,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.2.Rounded/Dome,M2.1.Tip material same as rest of tooth,,1,1,1,2,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,3,4,1,1,1,0,2,3,4,1,1,1,0,1,0,0,0,0,0,0,0,4,3,4,0,1,0,0,2,1
squat dome root cap tip,10,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.1.Squat,A2.2.Mid-depth,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.1.Small,F3.3.Lower,F4.4.(3/4),F5.4.Bottom-heavy (flared),F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.1.Small,G3.3.Lower,G4.4.(3/4),G5.4.Bottom-heavy (flared),G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.5.(3/4),J2.3.Wide,J3.4.Dome,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.2.Rounded/Dome,M2.2.Cap tip,,1,1,1,2,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,3,4,4,1,1,0,1,3,4,4,1,1,0,1,0,0,0,0,0,0,0,5,3,4,0,1,0,0,2,2
Squat total root,11,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.1.Squat,A2.2.Mid-depth,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.1.Small,F3.4.Full-length,F4.5.Full-length,F5.1.Straight,F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.1.Small,G3.4.Full-length,G4.5.Full-length,G5.1.Straight,G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.5.(3/4),J2.4.Total,J3.7.Flat-top,J4.0.Rootless/no modifiers or too broken to code,K1.2.Flared,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.2.Rounded/Dome,M2.3.Rim tip,,1,1,1,2,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,4,5,1,1,1,0,1,4,5,1,1,1,0,1,0,0,0,0,0,0,0,5,4,7,0,2,0,0,2,3
Two part squat triangle,12,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.1.Squat,A2.2.Mid-depth,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.2.Two-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.1.No blades,F2.0.No blades or too broken to code,F3.0.No blades or too broken to code,F4.0.No blades or too broken to code,F5.0.No blades or too broken to code,F6.0.No blades or too broken to code,F7.0.No blades or too broken to code,F8.0.No blades/features or too broken to code,G2.0.No blades or too broken to code,G3.0.No blades or too broken to code,G4.0.No blades or too broken to code,G5.0.No blades or too broken to code,G6.0.No blades or too broken to code,G7.0.No blades or too broken to code,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.4.(1/2),J2.4.Total,J3.7.Flat-top,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.3.(1/2),L2.1.Straight,M1.1.Pointed,M2.1.Tip material same as rest of tooth,,1,1,1,2,1,1,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,7,0,1,3,1,1,1
1/2 straight root,13,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.2.Medium,A2.1.Flat,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.2.Medium,F3.3.Lower,F4.4.(3/4),F5.4.Bottom-heavy (flared),F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.2.Medium,G3.3.Lower,G4.4.(3/4),G5.4.Bottom-heavy (flared),G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.4.(1/2),J2.2.Medium,J3.1.Straight,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.1.Pointed,M2.1.Tip material same as rest of tooth,,1,1,2,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,3,4,4,1,1,0,2,3,4,4,1,1,0,1,0,0,0,0,0,0,0,4,2,1,0,1,0,0,1,1
1/2 straight root convex triangle,16,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.2.Medium,A2.1.Flat,A3.1.Triangle,A4.3.Convex,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.2.Medium,F3.3.Lower,F4.4.(3/4),F5.4.Bottom-heavy (flared),F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.2.Medium,G3.3.Lower,G4.4.(3/4),G5.4.Bottom-heavy (flared),G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.4.(1/2),J2.2.Medium,J3.1.Straight,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.2.Rounded/Dome,M2.1.Tip material same as rest of tooth,,1,1,2,1,1,3,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,3,4,4,1,1,0,2,3,4,4,1,1,0,1,0,0,0,0,0,0,0,4,2,1,0,1,0,0,2,1
Convex 1/2 rough straight root,17,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.2.Medium,A2.1.Flat,A3.1.Triangle,A4.3.Convex,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.3.Large,F3.4.Full-length,F4.5.Full-length,F5.3.Middle-heavy,F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.3.Large,G3.4.Full-length,G4.5.Full-length,G5.3.Middle-heavy,G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.4.(1/2),J2.2.Medium,J3.1.Straight,J4.1.Rough,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.2.Rounded/Dome,M2.1.Tip material same as rest of tooth,,1,1,2,1,1,3,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,4,5,3,1,1,0,3,4,5,3,1,1,0,1,0,0,0,0,0,0,0,4,2,1,1,1,0,0,2,1
Medium 3/4 straight root,18,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.2.Medium,A2.1.Flat,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.2.Symmetrical,F2.3.Large,F3.4.Full-length,F4.5.Full-length,F5.1.Straight,F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.3.Large,G3.4.Full-length,G4.5.Full-length,G5.1.Straight,G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.5.(3/4),J2.2.Medium,J3.1.Straight,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.1.Pointed,M2.1.Tip material same as rest of tooth,,1,1,2,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,4,5,1,1,1,0,3,4,5,1,1,1,0,1,0,0,0,0,0,0,0,5,2,1,0,1,0,0,1,1
Full root asymmetrical blades,19,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.2.Medium,A2.1.Flat,A3.1.Triangle,A4.1.Straight,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.3.Asymmetrical,F2.3.Large,F3.4.Full-length,F4.5.Full-length,F5.1.Straight,F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.1.Small,G3.4.Full-length,G4.5.Full-length,G5.1.Straight,G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.6.Full-length,J2.2.Medium,J3.1.Straight,J4.0.Rootless/no modifiers or too broken to code,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.2.Rounded/Dome,M2.1.Tip material same as rest of tooth,,1,1,2,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,3,4,5,1,1,1,0,1,4,5,1,1,1,0,1,0,0,0,0,0,0,0,6,2,1,0,1,0,0,2,1
Flat right triangle big blade,20,Z1.1.Tooth,Z2.1.No fragmentation - outline good,A1.2.Medium,A2.1.Flat,A3.1.Triangle,A4.5.Right,B1.1.Smooth,B2.0.No modifiers or too broken to code,B3.0.No Modifiers or too broken to code,C1.1.Uncurved,C2.0.Uncurved or too broken to code,C3.0.Uncurved or too broken to code,D1.1.One-part,D2.2.Triangle,E1.1.One cusp/Single point,E2.0.One cusp or too broken to code,E3.0.One cusp or too broken to code,E4.0.One cusp or too broken to code,E5.0.One cusp or too broken to code,E6.0.One cusp or too broken to code,E7.0.One cusp or too broken to code,E8.0.One cusp or too broken to code,E9.0.One cusp or too broken to code,F1.3.Asymmetrical,F2.3.Large,F3.4.Full-length,F4.5.Full-length,F5.1.Straight,F6.1.Straight edge,F7.1.No blade features,F8.0.No blades/features or too broken to code,G2.2.Medium,G3.4.Full-length,G4.5.Full-length,G5.1.Straight,G6.1.Straight edge,G7.1.No blade features,G8.0.No blades/features or too broken to code,H1.1.No barb(s),H2.0.No barb(s),H3.0.No barb(s),H4.0.No barb(s),I1.0.No barb(s),I2.0.No barb(s),I3.0.No barb(s),I4.0.No barb(s),J1.6.Full-length,J2.2.Medium,J3.1.Straight,J4.3.Extended-tip,K1.1.Flat,L1.0.One-part tooth or too broken to code,L2.0.One-part tooth or too broken to code,M1.1.Pointed,M2.1.Tip material same as rest of tooth,,1,1,2,1,1,5,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,3,4,5,1,1,1,0,2,4,5,1,1,1,0,1,0,0,0,0,0,0,0,6,2,1,3,1,0,0,1,1
